label,text
disgust,"When I opted for my research field, for them the percentage of à marks was more important than my knowledge."
shame,When I was not in a position to control myself.  I had said too à much and had been cruel with no other than my mother.
guilt,"Two days after the above incident, I was thinking about my à morally shameful act and I felt sorry for that incident, but it à was too late, however I did realize this."
joy,When I got the first compound through column.
fear,When I did not get the compound which is known.
anger,When I got low marks in B.Sc final.
sadness,When my first love was not successful.
disgust,[ When mix was coming from column for several days.]
shame,When I had been angry at my friend without any reason.
guilt,When I forced a close friend of mine to ask a girl things about à herself.
joy,"It was about a fortnight ago, I was declared successful in the à U.G.C exam this year (only four in Bombay succeeded).  My joy à knew no bounds."
fear,"When I was a kid, I always opened the door to greet my father à when he came back from work.  One day it so happened that his à hair was scattered due to over-crowding in the train, and when I à opened the door as usual I saw something else.  I was so scared à that I could not talk."
anger,"This also happened when I was very small.  I was beaten up by my  à mother for no fault of mine, I had just beaten up my younger à brother for what I thought was his fault.  I was very angry with à my mother."
sadness,"After studying a lot for my H.S.C exams, I could not make it to à the medical stream and I felt sad about this."
disgust,"[ Honestly, I have never felt disgust at any situation in my à life.]"
shame,"[ Sorry, I was never ashamed about anything in my life.]"
guilt,[ I can positively say that I have never done anything that made à me feel guilty.]
joy,"When I got admission in M.Sc (I) Organic Chemistry, I was very à happy."
fear,When I came to know that my exams were on two successive days and à that there was very little time (about 9-10 hours) to study in à between.
anger,"I was very angry when my friend lost my practical's journal, à which I needed to study for the exams."
